Index,Fecha,Ultimo,Apertura,Maximo,Minimo,Var,Year,Month,Day
0,22.11.2021,4230.66,4268.07,4311.46,4125.98,"-0,88%",2021,11,22
1,21.11.2021,4268.08,4409.02,4422.6,4246.2,"-3,19%",2021,11,21
2,20.11.2021,4408.85,4295.27,4434.27,4206.75,"2,64%",2021,11,20
3,19.11.2021,4295.43,3996.29,4305.41,3978.08,"7,34%",2021,11,19
4,18.11.2021,4001.87,4290.31,4342.74,3958.44,"-6,74%",2021,11,18
5,17.11.2021,4290.88,4208.29,4298.3,4071.01,"1,97%",2021,11,17
6,16.11.2021,4208.16,4562.97,4562.97,4115.31,"-7,78%",2021,11,16
7,15.11.2021,4562.98,4625.71,4769.38,4543.47,"-1,35%",2021,11,15
8,14.11.2021,4625.59,4644.4,4692.76,4514.95,"-0,41%",2021,11,14
9,13.11.2021,4644.61,4665.76,4705.02,4585.37,"-0,49%",2021,11,13
10,12.11.2021,4667.31,4720.5,4807.16,4511.96,"-1,13%",2021,11,12
11,11.11.2021,4720.87,4633.98,4778.17,4578.66,"1,87%",2021,11,11
12,10.11.2021,4634.03,4731.83,4864.06,4498.78,"-2,07%",2021,11,10
13,09.11.2021,4731.83,4808.34,4836.69,4715.43,"-1,59%",2021,11,9
14,08.11.2021,4808.38,4612.05,4822.97,4612.05,"4,26%",2021,11,8
15,07.11.2021,4612.06,4517.27,4634.39,4502.7,"2,10%",2021,11,7
16,06.11.2021,4517.36,4475.0,4526.75,4330.29,"0,95%",2021,11,6
17,05.11.2021,4475.0,4534.96,4569.31,4439.67,"-1,33%",2021,11,5
18,04.11.2021,4535.11,4601.93,4604.83,4421.87,"-1,46%",2021,11,4
19,03.11.2021,4602.21,4586.96,4661.88,4458.87,"0,35%",2021,11,3
20,02.11.2021,4586.06,4320.85,4598.38,4287.36,"6,14%",2021,11,2
21,01.11.2021,4320.85,4287.41,4376.94,4157.51,"0,78%",2021,11,1
22,31.10.2021,4287.56,4322.0,4393.61,4169.48,"-0,77%",2021,10,31
23,30.10.2021,4320.65,4413.7,4428.41,4250.24,"-2,11%",2021,10,30
24,29.10.2021,4413.7,4284.9,4458.3,4268.21,"3,01%",2021,10,29
25,28.10.2021,4284.9,3921.54,4289.8,3896.33,"9,25%",2021,10,28
26,27.10.2021,3921.93,4130.06,4299.61,3914.06,"-5,03%",2021,10,27
27,26.10.2021,4129.51,4219.92,4291.98,4098.19,"-2,14%",2021,10,26
28,25.10.2021,4219.92,4082.68,4234.76,4069.94,"3,36%",2021,10,25
29,24.10.2021,4082.8,4168.8,4184.0,3965.84,"-2,06%",2021,10,24
30,23.10.2021,4168.85,3970.94,4169.33,3938.79,"4,98%",2021,10,23
31,22.10.2021,3970.94,4053.89,4164.11,3896.4,"-2,05%",2021,10,22
32,21.10.2021,4054.16,4160.51,4366.91,4029.48,"-2,54%",2021,10,21
33,20.10.2021,4159.89,3876.76,4168.12,3830.26,"7,30%",2021,10,20
34,19.10.2021,3876.78,3745.46,3884.34,3733.78,"3,45%",2021,10,19
35,18.10.2021,3747.6,3848.64,3892.01,3685.82,"-2,55%",2021,10,18
36,17.10.2021,3845.47,3827.55,3917.56,3664.63,"0,47%",2021,10,17
37,16.10.2021,3827.55,3869.05,3967.43,3804.55,"-1,02%",2021,10,16
38,15.10.2021,3866.9,3790.34,3904.91,3735.21,"2,02%",2021,10,15
39,14.10.2021,3790.41,3607.36,3820.47,3588.24,"5,08%",2021,10,14
40,13.10.2021,3607.28,3491.08,3612.04,3416.0,"3,36%",2021,10,13
41,12.10.2021,3489.9,3541.49,3545.35,3404.49,"-1,56%",2021,10,12
42,11.10.2021,3545.06,3414.93,3622.53,3381.43,"3,81%",2021,10,11
43,10.10.2021,3415.03,3574.52,3599.18,3409.22,"-4,45%",2021,10,10
44,09.10.2021,3574.2,3559.96,3626.11,3541.4,"0,42%",2021,10,9
45,08.10.2021,3559.42,3586.91,3668.35,3537.24,"-0,74%",2021,10,8
46,07.10.2021,3586.0,3575.43,3650.18,3473.47,"0,30%",2021,10,7
47,06.10.2021,3575.41,3515.35,3627.19,3345.56,"1,65%",2021,10,6
48,05.10.2021,3517.26,3383.32,3540.83,3365.28,"3,97%",2021,10,5
49,04.10.2021,3382.9,3417.26,3436.34,3273.22,"-1,01%",2021,10,4
50,03.10.2021,3417.34,3388.83,3485.48,3346.63,"0,84%",2021,10,3
51,02.10.2021,3388.97,3309.14,3467.95,3265.97,"2,41%",2021,10,2
52,01.10.2021,3309.13,2999.86,3329.32,2972.75,"10,28%",2021,10,1
53,30.09.2021,3000.59,2851.06,3047.08,2837.68,"5,23%",2021,9,30
54,29.09.2021,2851.5,2807.15,2948.5,2784.66,"1,57%",2021,9,29
55,28.09.2021,2807.28,2926.04,2969.18,2791.42,"-4,07%",2021,9,28
56,27.09.2021,2926.24,3061.86,3163.86,2926.24,"-4,48%",2021,9,27
57,26.09.2021,3063.51,2922.47,3113.65,2740.12,"4,82%",2021,9,26
58,25.09.2021,2922.55,2928.59,2965.48,2812.7,"-0,21%",2021,9,25
59,24.09.2021,2928.57,3152.92,3158.38,2740.06,"-7,12%",2021,9,24
60,23.09.2021,3152.92,3077.8,3173.0,3035.96,"2,44%",2021,9,23
61,22.09.2021,3077.78,2764.71,3087.97,2740.58,"11,45%",2021,9,22
62,21.09.2021,2761.52,2976.7,3101.88,2659.71,"-7,21%",2021,9,21
63,20.09.2021,2976.05,3328.49,3344.04,2931.64,"-10,61%",2021,9,20
64,19.09.2021,3329.12,3435.92,3455.67,3282.85,"-3,11%",2021,9,19
65,18.09.2021,3435.97,3398.55,3539.5,3371.33,"1,10%",2021,9,18
66,17.09.2021,3398.65,3569.92,3592.2,3352.32,"-4,78%",2021,9,17
67,16.09.2021,3569.43,3612.23,3672.68,3488.53,"-1,18%",2021,9,16
68,15.09.2021,3611.9,3430.36,3612.29,3361.63,"5,34%",2021,9,15
69,14.09.2021,3428.87,3284.65,3428.87,3270.91,"4,39%",2021,9,14
70,13.09.2021,3284.52,3408.17,3429.24,3118.66,"-3,63%",2021,9,13
71,12.09.2021,3408.28,3267.33,3469.5,3231.87,"4,31%",2021,9,12
72,11.09.2021,3267.33,3209.37,3345.37,3202.41,"1,87%",2021,9,11
73,10.09.2021,3207.27,3423.87,3512.9,3156.28,"-6,32%",2021,9,10
74,09.09.2021,3423.51,3498.92,3564.3,3395.94,"-2,05%",2021,9,9
75,08.09.2021,3495.1,3424.35,3557.67,3221.6,"2,10%",2021,9,8
76,07.09.2021,3423.12,3926.84,3945.79,3061.3,"-12,84%",2021,9,7
77,06.09.2021,3927.21,3950.2,3968.2,3867.55,"-0,59%",2021,9,6
78,05.09.2021,3950.62,3885.4,3981.22,3834.74,"1,69%",2021,9,5
79,04.09.2021,3884.97,3938.45,3968.33,3844.07,"-1,30%",2021,9,4
80,03.09.2021,3936.29,3785.85,4024.89,3715.97,"3,96%",2021,9,3
81,02.09.2021,3786.19,3826.9,3833.89,3723.42,"-1,21%",2021,9,2
82,01.09.2021,3832.73,3429.65,3839.91,3384.82,"11,72%",2021,9,1
83,31.08.2021,3430.74,3228.23,3467.42,3191.34,"6,36%",2021,8,31
84,30.08.2021,3225.67,3222.43,3345.72,3145.53,"0,11%",2021,8,30
85,29.08.2021,3222.16,3243.96,3282.21,3155.31,"-0,67%",2021,8,29
86,28.08.2021,3243.9,3273.78,3284.58,3212.24,"-0,91%",2021,8,28
87,27.08.2021,3273.58,3093.78,3279.93,3063.37,"5,82%",2021,8,27
88,26.08.2021,3093.54,3228.03,3249.62,3057.48,"-4,17%",2021,8,26
89,25.08.2021,3228.15,3172.12,3247.43,3080.7,"1,73%",2021,8,25
90,24.08.2021,3173.26,3322.6,3357.99,3150.75,"-4,41%",2021,8,24
91,23.08.2021,3319.49,3238.41,3375.42,3231.96,"2,49%",2021,8,23
92,22.08.2021,3238.7,3224.17,3271.94,3128.98,"0,46%",2021,8,22
93,21.08.2021,3223.96,3285.12,3307.33,3200.19,"-1,83%",2021,8,21
94,20.08.2021,3284.21,3184.83,3300.36,3179.18,"3,12%",2021,8,20
95,19.08.2021,3184.82,3016.92,3185.51,2962.04,"5,57%",2021,8,19
96,18.08.2021,3016.91,3012.62,3124.51,2951.04,"0,08%",2021,8,18
97,17.08.2021,3014.58,3147.67,3290.03,2993.63,"-4,23%",2021,8,17
98,16.08.2021,3147.65,3307.96,3334.22,3138.37,"-4,87%",2021,8,16
99,15.08.2021,3308.87,3264.56,3318.61,3115.34,"1,35%",2021,8,15
100,14.08.2021,3264.69,3322.25,3328.38,3209.45,"-1,74%",2021,8,14
101,13.08.2021,3322.43,3043.2,3324.53,3035.52,"9,16%",2021,8,13
102,12.08.2021,3043.61,3160.17,3236.28,2981.35,"-3,79%",2021,8,12
103,11.08.2021,3163.66,3140.86,3269.7,3122.67,"0,73%",2021,8,11
104,10.08.2021,3140.71,3162.81,3232.02,3057.84,"-0,70%",2021,8,10
105,09.08.2021,3162.93,3011.88,3184.84,2899.24,"5,01%",2021,8,9
106,08.08.2021,3012.07,3158.3,3188.49,2949.66,"-4,62%",2021,8,8
107,07.08.2021,3158.0,2889.58,3169.74,2867.58,"9,29%",2021,8,7
108,06.08.2021,2889.43,2827.23,2946.62,2726.04,"2,20%",2021,8,6
109,05.08.2021,2827.21,2725.28,2842.95,2533.51,"3,74%",2021,8,5
110,04.08.2021,2725.29,2506.5,2766.46,2462.32,"8,72%",2021,8,4
111,03.08.2021,2506.65,2608.01,2631.43,2445.49,"-3,89%",2021,8,3
112,02.08.2021,2608.04,2556.07,2664.73,2513.51,"2,03%",2021,8,2
113,01.08.2021,2556.23,2530.94,2696.38,2515.26,"0,95%",2021,8,1
114,31.07.2021,2532.19,2461.08,2551.68,2421.7,"2,89%",2021,7,31
115,30.07.2021,2460.95,2380.59,2467.4,2320.8,"3,36%",2021,7,30
116,29.07.2021,2380.93,2299.46,2397.71,2269.15,"3,56%",2021,7,29
117,28.07.2021,2299.11,2300.21,2343.49,2246.23,"-0,05%",2021,7,28
118,27.07.2021,2300.22,2230.24,2318.68,2152.92,"3,17%",2021,7,27
119,26.07.2021,2229.53,2189.74,2430.01,2174.44,"1,81%",2021,7,26
120,25.07.2021,2189.79,2166.98,2195.03,2108.74,"1,76%",2021,7,25
121,24.07.2021,2151.85,2124.0,2162.29,2106.71,"1,33%",2021,7,24
122,23.07.2021,2123.61,2024.51,2129.66,2000.27,"4,89%",2021,7,23
123,22.07.2021,2024.58,1994.61,2043.26,1952.31,"1,51%",2021,7,22
124,21.07.2021,1994.49,1786.18,2029.51,1758.64,"11,67%",2021,7,21
125,20.07.2021,1786.07,1818.07,1840.36,1720.7,"-1,76%",2021,7,20
126,19.07.2021,1818.07,1891.43,1915.15,1807.19,"-3,93%",2021,7,19
